country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,percent_variant
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,B.1.1.7,0,0.0
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,B.1.351,0,0.0
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,P.1,0,0.0
Austria,AT,2020-40,GISAID,5152,4,0.1,Yes,Other,4,100.0
Austria,AT,2020-41,GISAID,7365,24,0.3,Yes,B.1.1.7,0,0.0
Austria,AT,2020-41,GISAID,7365,24,0.3,Yes,B.1.351,0,0.0
Austria,AT,2020-41,GISAID,7365,24,0.3,Yes,P.1,0,0.0
Austria,AT,2020-41,GISAID,7365,24,0.3,Yes,Other,24,100.0
Austria,AT,2020-42,GISAID,9574,41,0.4,Yes,B.1.1.7,0,0.0
Austria,AT,2020-42,GISAID,9574,41,0.4,Yes,B.1.351,0,0.0
Austria,AT,2020-42,GISAID,9574,41,0.4,Yes,P.1,0,0.0
Austria,AT,2020-42,GISAID,9574,41,0.4,Yes,Other,41,100.0
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,B.1.1.7,0,0.0
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,B.1.351,0,0.0
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,P.1,0,0.0
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,Other,38,100.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.1.7,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.351,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,P.1,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,Other,51,100.0
Austria,AT,2020-45,GISAID,41398,109,0.3,Yes,B.1.1.7,0,0.0
Austria,AT,2020-45,GISAID,41398,109,0.3,Yes,B.1.351,0,0.0
Austria,AT,2020-45,GISAID,41398,109,0.3,Yes,P.1,0,0.0
Austria,AT,2020-45,GISAID,41398,109,0.3,Yes,Other,109,100.0
Austria,AT,2020-46,GISAID,50986,116,0.2,Yes,B.1.1.7,0,0.0
Austria,AT,2020-46,GISAID,50986,116,0.2,Yes,B.1.351,0,0.0
Austria,AT,2020-46,GISAID,50986,116,0.2,Yes,P.1,0,0.0
Austria,AT,2020-46,GISAID,50986,116,0.2,Yes,Other,116,100.0
Austria,AT,2020-47,GISAID,42630,13,0.0,Yes,B.1.1.7,0,0.0
Austria,AT,2020-47,GISAID,42630,13,0.0,Yes,B.1.351,0,0.0
Austria,AT,2020-47,GISAID,42630,13,0.0,Yes,P.1,0,0.0
Austria,AT,2020-47,GISAID,42630,13,0.0,Yes,Other,13,100.0
Austria,AT,2020-48,GISAID,32058,68,0.2,Yes,B.1.1.7,0,0.0
Austria,AT,2020-48,GISAID,32058,68,0.2,Yes,B.1.351,0,0.0
Austria,AT,2020-48,GISAID,32058,68,0.2,Yes,P.1,0,0.0
Austria,AT,2020-48,GISAID,32058,68,0.2,Yes,Other,68,100.0
Austria,AT,2020-49,GISAID,22794,34,0.1,Yes,B.1.1.7,0,0.0
Austria,AT,2020-49,GISAID,22794,34,0.1,Yes,B.1.351,0,0.0
Austria,AT,2020-49,GISAID,22794,34,0.1,Yes,P.1,0,0.0
Austria,AT,2020-49,GISAID,22794,34,0.1,Yes,Other,34,100.0
Austria,AT,2020-50,GISAID,19060,7,0.0,Yes,B.1.1.7,0,0.0
Austria,AT,2020-50,GISAID,19060,7,0.0,Yes,B.1.351,0,0.0
Austria,AT,2020-50,GISAID,19060,7,0.0,Yes,P.1,0,0.0
Austria,AT,2020-50,GISAID,19060,7,0.0,Yes,Other,7,100.0
Austria,AT,2020-51,GISAID,16186,33,0.2,Yes,B.1.1.7,0,0.0
Austria,AT,2020-51,GISAID,16186,33,0.2,Yes,B.1.351,0,0.0
Austria,AT,2020-51,GISAID,16186,33,0.2,Yes,P.1,0,0.0
Austria,AT,2020-51,GISAID,16186,33,0.2,Yes,Other,33,100.0
Austria,AT,2020-52,GISAID,15164,49,0.3,Yes,B.1.1.7,1,2.0
Austria,AT,2020-52,GISAID,15164,49,0.3,Yes,B.1.351,1,2.0
Austria,AT,2020-52,GISAID,15164,49,0.3,Yes,P.1,0,0.0
Austria,AT,2020-52,GISAID,15164,49,0.3,Yes,Other,47,95.9
Austria,AT,2020-53,GISAID,13188,256,1.9,Yes,B.1.1.7,14,5.5
Austria,AT,2020-53,GISAID,13188,256,1.9,Yes,B.1.351,0,0.0
Austria,AT,2020-53,GISAID,13188,256,1.9,Yes,P.1,0,0.0
Austria,AT,2020-53,GISAID,13188,256,1.9,Yes,Other,242,94.5
Austria,AT,2021-01,GISAID,15133,133,0.9,Yes,B.1.1.7,48,36.1
Austria,AT,2021-01,GISAID,15133,133,0.9,Yes,B.1.351,0,0.0
Austria,AT,2021-01,GISAID,15133,133,0.9,Yes,P.1,0,0.0
Austria,AT,2021-01,GISAID,15133,133,0.9,Yes,Other,85,63.9
Austria,AT,2021-02,GISAID,11406,164,1.4,Yes,B.1.1.7,85,51.8
Austria,AT,2021-02,GISAID,11406,164,1.4,Yes,B.1.351,46,28.0
Austria,AT,2021-02,GISAID,11406,164,1.4,Yes,P.1,0,0.0
Austria,AT,2021-02,GISAID,11406,164,1.4,Yes,Other,33,20.1
Austria,AT,2021-03,GISAID,10421,83,0.8,Yes,B.1.1.7,14,16.9
Austria,AT,2021-03,GISAID,10421,83,0.8,Yes,B.1.351,37,44.6
Austria,AT,2021-03,GISAID,10421,83,0.8,Yes,P.1,0,0.0
Austria,AT,2021-03,GISAID,10421,83,0.8,Yes,Other,32,38.6
Austria,AT,2021-04,GISAID,9451,243,2.6,Yes,B.1.1.7,52,21.4
Austria,AT,2021-04,GISAID,9451,243,2.6,Yes,B.1.351,70,28.8
Austria,AT,2021-04,GISAID,9451,243,2.6,Yes,P.1,0,0.0
Austria,AT,2021-04,GISAID,9451,243,2.6,Yes,Other,121,49.8
Austria,AT,2021-05,GISAID,10467,123,1.2,Yes,B.1.1.7,29,23.6
Austria,AT,2021-05,GISAID,10467,123,1.2,Yes,B.1.351,4,3.3
Austria,AT,2021-05,GISAID,10467,123,1.2,Yes,P.1,0,0.0
Austria,AT,2021-05,GISAID,10467,123,1.2,Yes,Other,90,73.2
Austria,AT,2021-06,GISAID,8442,259,3.1,Yes,B.1.1.7,157,60.6
Austria,AT,2021-06,GISAID,8442,259,3.1,Yes,B.1.351,9,3.5
Austria,AT,2021-06,GISAID,8442,259,3.1,Yes,P.1,0,0.0
Austria,AT,2021-06,GISAID,8442,259,3.1,Yes,Other,93,35.9
Austria,AT,2021-07,GISAID,11848,126,1.1,Yes,B.1.1.7,71,56.3
Austria,AT,2021-07,GISAID,11848,126,1.1,Yes,B.1.351,3,2.4
Austria,AT,2021-07,GISAID,11848,126,1.1,Yes,P.1,0,0.0
Austria,AT,2021-07,GISAID,11848,126,1.1,Yes,Other,52,41.3
Austria,AT,2021-08,GISAID,14370,138,1.0,Yes,B.1.1.7,69,50.0
Austria,AT,2021-08,GISAID,14370,138,1.0,Yes,B.1.351,21,15.2
Austria,AT,2021-08,GISAID,14370,138,1.0,Yes,P.1,0,0.0
Austria,AT,2021-08,GISAID,14370,138,1.0,Yes,Other,48,34.8
Austria,AT,2021-09,GISAID,15708,183,1.2,Yes,B.1.1.7,107,58.5
Austria,AT,2021-09,GISAID,15708,183,1.2,Yes,B.1.351,29,15.8
Austria,AT,2021-09,GISAID,15708,183,1.2,Yes,P.1,0,0.0
Austria,AT,2021-09,GISAID,15708,183,1.2,Yes,Other,47,25.7
Austria,AT,2021-10,GISAID,18851,310,1.6,Yes,B.1.1.7,252,81.3
Austria,AT,2021-10,GISAID,18851,310,1.6,Yes,B.1.351,14,4.5
Austria,AT,2021-10,GISAID,18851,310,1.6,Yes,P.1,0,0.0
Austria,AT,2021-10,GISAID,18851,310,1.6,Yes,Other,44,14.2
Austria,AT,2021-11,GISAID,20991,225,1.1,Yes,B.1.1.7,210,93.3
Austria,AT,2021-11,GISAID,20991,225,1.1,Yes,B.1.351,1,0.4
Austria,AT,2021-11,GISAID,20991,225,1.1,Yes,P.1,0,0.0
Austria,AT,2021-11,GISAID,20991,225,1.1,Yes,Other,14,6.2
Austria,AT,2021-12,GISAID,21849,82,0.4,Yes,B.1.1.7,78,95.1
Austria,AT,2021-12,GISAID,21849,82,0.4,Yes,B.1.351,1,1.2
Austria,AT,2021-12,GISAID,21849,82,0.4,Yes,P.1,0,0.0
Austria,AT,2021-12,GISAID,21849,82,0.4,Yes,Other,3,3.7
Austria,AT,2021-13,GISAID,21900,68,0.3,Yes,B.1.1.7,60,88.2
Austria,AT,2021-13,GISAID,21900,68,0.3,Yes,B.1.351,0,0.0
Austria,AT,2021-13,GISAID,21900,68,0.3,Yes,P.1,0,0.0
Austria,AT,2021-13,GISAID,21900,68,0.3,Yes,Other,8,11.8
Austria,AT,2021-14,GISAID,18533,46,0.2,Yes,B.1.1.7,43,93.5
Austria,AT,2021-14,GISAID,18533,46,0.2,Yes,B.1.351,0,0.0
Austria,AT,2021-14,GISAID,18533,46,0.2,Yes,P.1,0,0.0
Austria,AT,2021-14,GISAID,18533,46,0.2,Yes,Other,3,6.5
Austria,AT,2021-15,GISAID,16316,0,0.0,Yes,B.1.1.7,0,
Austria,AT,2021-15,GISAID,16316,0,0.0,Yes,B.1.351,0,
Austria,AT,2021-15,GISAID,16316,0,0.0,Yes,P.1,0,
Austria,AT,2021-15,GISAID,16316,0,0.0,Yes,Other,0,
Austria,AT,2021-16,GISAID,15250,0,0.0,Yes,B.1.1.7,0,
Austria,AT,2021-16,GISAID,15250,0,0.0,Yes,B.1.351,0,
Austria,AT,2021-16,GISAID,15250,0,0.0,Yes,P.1,0,
Austria,AT,2021-16,GISAID,15250,0,0.0,Yes,Other,0,
Belgium,BE,2020-40,GISAID,21351,17,0.1,Yes,B.1.1.7,0,0.0
Belgium,BE,2020-40,GISAID,21351,17,0.1,Yes,B.1.351,0,0.0
Belgium,BE,2020-40,GISAID,21351,17,0.1,Yes,P.1,0,0.0
Belgium,BE,2020-40,GISAID,21351,17,0.1,Yes,Other,17,100.0
Belgium,BE,2020-41,GISAID,43319,109,0.3,Yes,B.1.1.7,0,0.0
Belgium,BE,2020-41,GISAID,43319,109,0.3,Yes,B.1.351,0,0.0
Belgium,BE,2020-41,GISAID,43319,109,0.3,Yes,P.1,0,0.0
Belgium,BE,2020-41,GISAID,43319,109,0.3,Yes,Other,109,100.0
Belgium,BE,2020-42,GISAID,78026,98,0.1,Yes,B.1.1.7,0,0.0
Belgium,BE,2020-42,GISAID,78026,98,0.1,Yes,B.1.351,0,0.0
Belgium,BE,2020-42,GISAID,78026,98,0.1,Yes,P.1,0,0.0
Belgium,BE,2020-42,GISAID,78026,98,0.1,Yes,Other,98,100.0
Belgium,BE,2020-43,GISAID,109639,241,0.2,Yes,B.1.1.7,0,0.0
Belgium,BE,2020-43,GISAID,109639,241,0.2,Yes,B.1.351,0,0.0
Belgium,BE,2020-43,GISAID,109639,241,0.2,Yes,P.1,0,0.0
Belgium,BE,2020-43,GISAID,109639,241,0.2,Yes,Other,241,100.0
Belgium,BE,2020-44,GISAID,93540,145,0.2,Yes,B.1.1.7,0,0.0
Belgium,BE,2020-44,GISAID,93540,145,0.2,Yes,B.1.351,0,0.0
Belgium,BE,2020-44,GISAID,93540,145,0.2,Yes,P.1,0,0.0
Belgium,BE,2020-44,GISAID,93540,145,0.2,Yes,Other,145,100.0
Belgium,BE,2020-45,GISAID,48774,44,0.1,Yes,B.1.1.7,0,0.0
Belgium,BE,2020-45,GISAID,48774,44,0.1,Yes,B.1.351,0,0.0
Belgium,BE,2020-45,GISAID,48774,44,0.1,Yes,P.1,0,0.0
Belgium,BE,2020-45,GISAID,48774,44,0.1,Yes,Other,44,100.0
Belgium,BE,2020-46,GISAID,31147,142,0.5,Yes,B.1.1.7,0,0.0
Belgium,BE,2020-46,GISAID,31147,142,0.5,Yes,B.1.351,0,0.0
Belgium,BE,2020-46,GISAID,31147,142,0.5,Yes,P.1,0,0.0
Belgium,BE,2020-46,GISAID,31147,142,0.5,Yes,Other,142,100.0
Belgium,BE,2020-47,GISAID,20443,91,0.4,Yes,B.1.1.7,0,0.0
Belgium,BE,2020-47,GISAID,20443,91,0.4,Yes,B.1.351,0,0.0
Belgium,BE,2020-47,GISAID,20443,91,0.4,Yes,P.1,0,0.0
Belgium,BE,2020-47,GISAID,20443,91,0.4,Yes,Other,91,100.0
Belgium,BE,2020-48,GISAID,15601,76,0.5,Yes,B.1.1.7,0,0.0
Belgium,BE,2020-48,GISAID,15601,76,0.5,Yes,B.1.351,0,0.0
Belgium,BE,2020-48,GISAID,15601,76,0.5,Yes,P.1,0,0.0
Belgium,BE,2020-48,GISAID,15601,76,0.5,Yes,Other,76,100.0
Belgium,BE,2020-49,GISAID,15343,65,0.4,Yes,B.1.1.7,3,4.6
Belgium,BE,2020-49,GISAID,15343,65,0.4,Yes,B.1.351,0,0.0
Belgium,BE,2020-49,GISAID,15343,65,0.4,Yes,P.1,0,0.0
Belgium,BE,2020-49,GISAID,15343,65,0.4,Yes,Other,62,95.4
Belgium,BE,2020-50,GISAID,17270,100,0.6,Yes,B.1.1.7,0,0.0
Belgium,BE,2020-50,GISAID,17270,100,0.6,Yes,B.1.351,0,0.0
Belgium,BE,2020-50,GISAID,17270,100,0.6,Yes,P.1,0,0.0
Belgium,BE,2020-50,GISAID,17270,100,0.6,Yes,Other,100,100.0
Belgium,BE,2020-51,GISAID,17238,237,1.4,Yes,B.1.1.7,0,0.0
Belgium,BE,2020-51,GISAID,17238,237,1.4,Yes,B.1.351,2,0.8
Belgium,BE,2020-51,GISAID,17238,237,1.4,Yes,P.1,0,0.0
Belgium,BE,2020-51,GISAID,17238,237,1.4,Yes,Other,235,99.2
Belgium,BE,2020-52,GISAID,11940,58,0.5,Yes,B.1.1.7,15,25.9
Belgium,BE,2020-52,GISAID,11940,58,0.5,Yes,B.1.351,0,0.0
Belgium,BE,2020-52,GISAID,11940,58,0.5,Yes,P.1,0,0.0
Belgium,BE,2020-52,GISAID,11940,58,0.5,Yes,Other,43,74.1
Belgium,BE,2020-53,GISAID,11768,178,1.5,Yes,B.1.1.7,35,19.7
Belgium,BE,2020-53,GISAID,11768,178,1.5,Yes,B.1.351,7,3.9
Belgium,BE,2020-53,GISAID,11768,178,1.5,Yes,P.1,0,0.0
Belgium,BE,2020-53,GISAID,11768,178,1.5,Yes,Other,136,76.4
Belgium,BE,2021-01,GISAID,14711,285,1.9,Yes,B.1.1.7,65,22.8
Belgium,BE,2021-01,GISAID,14711,285,1.9,Yes,B.1.351,5,1.8
Belgium,BE,2021-01,GISAID,14711,285,1.9,Yes,P.1,0,0.0
Belgium,BE,2021-01,GISAID,14711,285,1.9,Yes,Other,215,75.4
Belgium,BE,2021-02,GISAID,14040,486,3.5,Yes,B.1.1.7,196,40.3
Belgium,BE,2021-02,GISAID,14040,486,3.5,Yes,B.1.351,11,2.3
Belgium,BE,2021-02,GISAID,14040,486,3.5,Yes,P.1,0,0.0
Belgium,BE,2021-02,GISAID,14040,486,3.5,Yes,Other,279,57.4
Belgium,BE,2021-03,GISAID,15700,866,5.5,Yes,B.1.1.7,359,41.5
Belgium,BE,2021-03,GISAID,15700,866,5.5,Yes,B.1.351,28,3.2
Belgium,BE,2021-03,GISAID,15700,866,5.5,Yes,P.1,0,0.0
Belgium,BE,2021-03,GISAID,15700,866,5.5,Yes,Other,479,55.3
Belgium,BE,2021-04,GISAID,16841,855,5.1,Yes,B.1.1.7,326,38.1
Belgium,BE,2021-04,GISAID,16841,855,5.1,Yes,B.1.351,36,4.2
Belgium,BE,2021-04,GISAID,16841,855,5.1,Yes,P.1,2,0.2
Belgium,BE,2021-04,GISAID,16841,855,5.1,Yes,Other,491,57.4
Belgium,BE,2021-05,GISAID,14482,937,6.5,Yes,B.1.1.7,391,41.7
Belgium,BE,2021-05,GISAID,14482,937,6.5,Yes,B.1.351,54,5.8
Belgium,BE,2021-05,GISAID,14482,937,6.5,Yes,P.1,5,0.5
Belgium,BE,2021-05,GISAID,14482,937,6.5,Yes,Other,487,52.0
Belgium,BE,2021-06,GISAID,13003,757,5.8,Yes,B.1.1.7,341,45.0
Belgium,BE,2021-06,GISAID,13003,757,5.8,Yes,B.1.351,71,9.4
Belgium,BE,2021-06,GISAID,13003,757,5.8,Yes,P.1,17,2.2
Belgium,BE,2021-06,GISAID,13003,757,5.8,Yes,Other,328,43.3
Belgium,BE,2021-07,GISAID,16137,1020,6.3,Yes,B.1.1.7,526,51.6
Belgium,BE,2021-07,GISAID,16137,1020,6.3,Yes,B.1.351,67,6.6
Belgium,BE,2021-07,GISAID,16137,1020,6.3,Yes,P.1,27,2.6
Belgium,BE,2021-07,GISAID,16137,1020,6.3,Yes,Other,400,39.2
Belgium,BE,2021-08,GISAID,16647,1158,7.0,Yes,B.1.1.7,688,59.4
Belgium,BE,2021-08,GISAID,16647,1158,7.0,Yes,B.1.351,102,8.8
Belgium,BE,2021-08,GISAID,16647,1158,7.0,Yes,P.1,38,3.3
Belgium,BE,2021-08,GISAID,16647,1158,7.0,Yes,Other,330,28.5
Belgium,BE,2021-09,GISAID,13325,981,7.4,Yes,B.1.1.7,617,62.9
Belgium,BE,2021-09,GISAID,13325,981,7.4,Yes,B.1.351,108,11.0
Belgium,BE,2021-09,GISAID,13325,981,7.4,Yes,P.1,38,3.9
Belgium,BE,2021-09,GISAID,13325,981,7.4,Yes,Other,218,22.2
Belgium,BE,2021-10,GISAID,21401,1255,5.9,Yes,B.1.1.7,924,73.6
Belgium,BE,2021-10,GISAID,21401,1255,5.9,Yes,B.1.351,105,8.4
Belgium,BE,2021-10,GISAID,21401,1255,5.9,Yes,P.1,43,3.4
Belgium,BE,2021-10,GISAID,21401,1255,5.9,Yes,Other,183,14.6
Belgium,BE,2021-11,GISAID,29403,1198,4.1,Yes,B.1.1.7,951,79.4
Belgium,BE,2021-11,GISAID,29403,1198,4.1,Yes,B.1.351,89,7.4
Belgium,BE,2021-11,GISAID,29403,1198,4.1,Yes,P.1,60,5.0
Belgium,BE,2021-11,GISAID,29403,1198,4.1,Yes,Other,98,8.2
Belgium,BE,2021-12,GISAID,33868,1332,3.9,Yes,B.1.1.7,1106,83.0
Belgium,BE,2021-12,GISAID,33868,1332,3.9,Yes,B.1.351,42,3.2
Belgium,BE,2021-12,GISAID,33868,1332,3.9,Yes,P.1,71,5.3
Belgium,BE,2021-12,GISAID,33868,1332,3.9,Yes,Other,113,8.5
Belgium,BE,2021-13,GISAID,29781,990,3.3,Yes,B.1.1.7,831,83.9
Belgium,BE,2021-13,GISAID,29781,990,3.3,Yes,B.1.351,28,2.8
Belgium,BE,2021-13,GISAID,29781,990,3.3,Yes,P.1,59,6.0
Belgium,BE,2021-13,GISAID,29781,990,3.3,Yes,Other,72,7.3
Belgium,BE,2021-14,GISAID,24062,559,2.3,Yes,B.1.1.7,465,83.2
Belgium,BE,2021-14,GISAID,24062,559,2.3,Yes,B.1.351,9,1.6
Belgium,BE,2021-14,GISAID,24062,559,2.3,Yes,P.1,51,9.1
Belgium,BE,2021-14,GISAID,24062,559,2.3,Yes,Other,34,6.1
Belgium,BE,2021-15,GISAID,24366,204,0.8,Yes,B.1.1.7,168,82.4
Belgium,BE,2021-15,GISAID,24366,204,0.8,Yes,B.1.351,2,1.0
Belgium,BE,2021-15,GISAID,24366,204,0.8,Yes,P.1,24,11.8
Belgium,BE,2021-15,GISAID,24366,204,0.8,Yes,Other,10,4.9
Belgium,BE,2021-16,GISAID,24336,11,0.0,Yes,B.1.1.7,7,63.6
Belgium,BE,2021-16,GISAID,24336,11,0.0,Yes,B.1.351,2,18.2
Belgium,BE,2021-16,GISAID,24336,11,0.0,Yes,P.1,1,9.1
Belgium,BE,2021-16,GISAID,24336,11,0.0,Yes,Other,1,9.1
Belgium,BE,2021-01,TESSy,14711,239,1.6,Yes,B.1.1.7,45,18.8
Belgium,BE,2021-01,TESSy,14711,239,1.6,Yes,B.1.351,8,3.3
Belgium,BE,2021-01,TESSy,14711,239,1.6,Yes,P.1,0,0.0
Belgium,BE,2021-01,TESSy,14711,239,1.6,Yes,Other,186,77.8
Belgium,BE,2021-02,TESSy,14040,610,4.3,Yes,B.1.1.7,252,41.3
Belgium,BE,2021-02,TESSy,14040,610,4.3,Yes,B.1.351,39,6.4
Belgium,BE,2021-02,TESSy,14040,610,4.3,Yes,P.1,0,0.0
Belgium,BE,2021-02,TESSy,14040,610,4.3,Yes,Other,319,52.3
Belgium,BE,2021-03,TESSy,15700,1009,6.4,Yes,B.1.1.7,432,42.8
Belgium,BE,2021-03,TESSy,15700,1009,6.4,Yes,B.1.351,24,2.4
Belgium,BE,2021-03,TESSy,15700,1009,6.4,Yes,P.1,0,0.0
Belgium,BE,2021-03,TESSy,15700,1009,6.4,Yes,Other,553,54.8
Belgium,BE,2021-04,TESSy,16841,947,5.6,Yes,B.1.1.7,402,42.4
Belgium,BE,2021-04,TESSy,16841,947,5.6,Yes,B.1.351,35,3.7
Belgium,BE,2021-04,TESSy,16841,947,5.6,Yes,P.1,2,0.2
Belgium,BE,2021-04,TESSy,16841,947,5.6,Yes,Other,508,53.6
Belgium,BE,2021-05,TESSy,14482,1126,7.8,Yes,B.1.1.7,442,39.3
Belgium,BE,2021-05,TESSy,14482,1126,7.8,Yes,B.1.351,65,5.8
Belgium,BE,2021-05,TESSy,14482,1126,7.8,Yes,P.1,8,0.7
Belgium,BE,2021-05,TESSy,14482,1126,7.8,Yes,Other,611,54.3
Belgium,BE,2021-06,TESSy,13003,1111,8.5,Yes,B.1.1.7,444,40.0
Belgium,BE,2021-06,TESSy,13003,1111,8.5,Yes,B.1.351,117,10.5
Belgium,BE,2021-06,TESSy,13003,1111,8.5,Yes,P.1,24,2.2
Belgium,BE,2021-06,TESSy,13003,1111,8.5,Yes,Other,526,47.3
Belgium,BE,2021-07,TESSy,16137,1493,9.3,Yes,B.1.1.7,665,44.5
Belgium,BE,2021-07,TESSy,16137,1493,9.3,Yes,B.1.351,129,8.6
Belgium,BE,2021-07,TESSy,16137,1493,9.3,Yes,P.1,46,3.1
Belgium,BE,2021-07,TESSy,16137,1493,9.3,Yes,Other,653,43.7
Belgium,BE,2021-08,TESSy,16647,1445,8.7,Yes,B.1.1.7,798,55.2
Belgium,BE,2021-08,TESSy,16647,1445,8.7,Yes,B.1.351,148,10.2
Belgium,BE,2021-08,TESSy,16647,1445,8.7,Yes,P.1,40,2.8
Belgium,BE,2021-08,TESSy,16647,1445,8.7,Yes,Other,459,31.8
Belgium,BE,2021-09,TESSy,13325,1263,9.5,Yes,B.1.1.7,779,61.7
Belgium,BE,2021-09,TESSy,13325,1263,9.5,Yes,B.1.351,167,13.2
Belgium,BE,2021-09,TESSy,13325,1263,9.5,Yes,P.1,35,2.8
Belgium,BE,2021-09,TESSy,13325,1263,9.5,Yes,Other,282,22.3
Belgium,BE,2021-10,TESSy,21401,1531,7.2,Yes,B.1.1.7,1104,72.1
Belgium,BE,2021-10,TESSy,21401,1531,7.2,Yes,B.1.351,128,8.4
Belgium,BE,2021-10,TESSy,21401,1531,7.2,Yes,P.1,50,3.3
Belgium,BE,2021-10,TESSy,21401,1531,7.2,Yes,Other,249,16.3
Belgium,BE,2021-11,TESSy,29403,1571,5.3,Yes,B.1.1.7,1198,76.3
Belgium,BE,2021-11,TESSy,29403,1571,5.3,Yes,B.1.351,115,7.3
Belgium,BE,2021-11,TESSy,29403,1571,5.3,Yes,P.1,92,5.9
Belgium,BE,2021-11,TESSy,29403,1571,5.3,Yes,Other,166,10.6
Belgium,BE,2021-12,TESSy,33868,1688,5.0,Yes,B.1.1.7,1389,82.3
Belgium,BE,2021-12,TESSy,33868,1688,5.0,Yes,B.1.351,68,4.0
Belgium,BE,2021-12,TESSy,33868,1688,5.0,Yes,P.1,77,4.6
Belgium,BE,2021-12,TESSy,33868,1688,5.0,Yes,Other,154,9.1
Belgium,BE,2021-13,TESSy,29781,1523,5.1,Yes,B.1.1.7,1251,82.1
Belgium,BE,2021-13,TESSy,29781,1523,5.1,Yes,B.1.351,47,3.1
Belgium,BE,2021-13,TESSy,29781,1523,5.1,Yes,P.1,96,6.3
Belgium,BE,2021-13,TESSy,29781,1523,5.1,Yes,Other,129,8.5
Belgium,BE,2021-14,TESSy,24062,1173,4.9,Yes,B.1.1.7,895,76.3
Belgium,BE,2021-14,TESSy,24062,1173,4.9,Yes,B.1.351,41,3.5
Belgium,BE,2021-14,TESSy,24062,1173,4.9,Yes,P.1,168,14.3
Belgium,BE,2021-14,TESSy,24062,1173,4.9,Yes,Other,69,5.9
Belgium,BE,2021-15,TESSy,24366,619,2.5,Yes,B.1.1.7,508,82.1
Belgium,BE,2021-15,TESSy,24366,619,2.5,Yes,B.1.351,19,3.1
Belgium,BE,2021-15,TESSy,24366,619,2.5,Yes,P.1,43,6.9
Belgium,BE,2021-15,TESSy,24366,619,2.5,Yes,Other,49,7.9
Belgium,BE,2021-16,TESSy,24336,154,0.6,Yes,B.1.1.7,122,79.2
Belgium,BE,2021-16,TESSy,24336,154,0.6,Yes,B.1.351,5,3.2
Belgium,BE,2021-16,TESSy,24336,154,0.6,Yes,P.1,16,10.4
Belgium,BE,2021-16,TESSy,24336,154,0.6,Yes,Other,11,7.1
Bulgaria,BG,2020-40,GISAID,1532,0,0.0,Yes,B.1.1.7,0,
Bulgaria,BG,2020-40,GISAID,1532,0,0.0,Yes,B.1.351,0,
Bulgaria,BG,2020-40,GISAID,1532,0,0.0,Yes,P.1,0,
Bulgaria,BG,2020-40,GISAID,1532,0,0.0,Yes,Other,0,
Bulgaria,BG,2020-41,GISAID,2815,0,0.0,Yes,B.1.1.7,0,
Bulgaria,BG,2020-41,GISAID,2815,0,0.0,Yes,B.1.351,0,
Bulgaria,BG,2020-41,GISAID,2815,0,0.0,Yes,P.1,0,
Bulgaria,BG,2020-41,GISAID,2815,0,0.0,Yes,Other,0,
Bulgaria,BG,2020-42,GISAID,5101,0,0.0,Yes,B.1.1.7,0,
Bulgaria,BG,2020-42,GISAID,5101,0,0.0,Yes,B.1.351,0,
Bulgaria,BG,2020-42,GISAID,5101,0,0.0,Yes,P.1,0,
Bulgaria,BG,2020-42,GISAID,5101,0,0.0,Yes,Other,0,
Bulgaria,BG,2020-43,GISAID,8386,0,0.0,Yes,B.1.1.7,0,
Bulgaria,BG,2020-43,GISAID,8386,0,0.0,Yes,B.1.351,0,
Bulgaria,BG,2020-43,GISAID,8386,0,0.0,Yes,P.1,0,
Bulgaria,BG,2020-43,GISAID,8386,0,0.0,Yes,Other,0,
Bulgaria,BG,2020-44,GISAID,16180,0,0.0,Yes,B.1.1.7,0,
Bulgaria,BG,2020-44,GISAID,16180,0,0.0,Yes,B.1.351,0,
Bulgaria,BG,2020-44,GISAID,16180,0,0.0,Yes,P.1,0,
Bulgaria,BG,2020-44,GISAID,16180,0,0.0,Yes,Other,0,
Bulgaria,BG,2020-45,GISAID,21091,0,0.0,Yes,B.1.1.7,0,
Bulgaria,BG,2020-45,GISAID,21091,0,0.0,Yes,B.1.351,0,
Bulgaria,BG,2020-45,GISAID,21091,0,0.0,Yes,P.1,0,
Bulgaria,BG,2020-45,GISAID,21091,0,0.0,Yes,Other,0,
Bulgaria,BG,2020-46,GISAID,23091,0,0.0,Yes,B.1.1.7,0,
Bulgaria,BG,2020-46,GISAID,23091,0,0.0,Yes,B.1.351,0,
Bulgaria,BG,2020-46,GISAID,23091,0,0.0,Yes,P.1,0,
Bulgaria,BG,2020-46,GISAID,23091,0,0.0,Yes,Other,0,
